,URLCODE,Name,Descr,tags,Stars,MajLang,License,LastUpdated
29,1,/amitness/learning,Becoming better at data science every day,"['data-science', 'udacity', 'codecademy', 'treehouse', 'datacamp', 'learning-resources']",3800,0,MIT license,"Oct 31, 2021"
30,1,/DataScienceSpecialization/courses,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1,[],3800,HTML,0,"Mar 30, 2021"
31,1,/aaronwangy/Data-Science-Cheatsheet,"A helpful 5-page machine learning cheatsheet to assist with exam reviews, interview prep, and anything in-between.","['machine-learning', 'data-science', 'cheatsheet']",3200,TeX,0,"Oct 22, 2021"
32,1,/hadley/r4ds,R for data science: a book,"['r', 'data-science', 'book', 'bookdown']",3200,R,0,"Nov 10, 2021"
33,1,/microsoft/tensorwatch,"Debugging, monitoring and visualization for Python Machine Learning and Data Science","['machine-learning', 'data-science', 'python', 'jupyter-notebook', 'deep-learning', 'debugging', 'reinforcement-learning', 'ai', 'monitoring', 'jupyter', 'debug', 'machinelearning', 'deeplearning', 'debugging-tool', 'saliency', 'explainable-ai', 'explainable-ml', 'model-visualization']",3200,Jupyter Notebook,MIT license,"Apr 13, 2021"
34,1,/jeroenjanssens/data-science-at-the-command-line,Data Science at the Command Line,"['data-science', 'r', 'book', 'python', 'linux', 'bash', 'cli', 'unix', 'ggplot2', 'bookdown', 'gnuplot']",3100,HTML,0,"Oct 12, 2021"
35,1,/spark-notebook/spark-notebook,Interactive and Reactive Data Science using Scala and Spark.,"['spark', 'scala', 'data-science', 'apache-spark', 'reactive', 'notebook']",3100,JavaScript,Apache-2.0 license,"Oct 19, 2021"
36,1,/r0f1/datascience,Curated list of Python resources for data science.,"['data-science', 'python', 'data-analysis', 'machine-learning', 'data-visualization', 'awesome-list', 'data-mining', 'awesome', 'statistics', 'deep-learning', 'artificial-intelligence', 'datascience', 'deeplearning', 'bayes']",2900,0,0,"Nov 11, 2021"
37,1,/kojino/120-Data-Science-Interview-Questions,Answers to 120 commonly asked data science interview questions.,[],2700,0,0,"Apr 19, 2021"
38,1,/nborwankar/LearnDataScience,Open Content for self-directed learning in data science,[],2700,Jupyter Notebook,0,"Oct 22, 2019"
39,1,/llSourcell/Learn_Data_Science_in_3_Months,"This is the Curriculum for ""Learn Data Science in 3 Months"" By Siraj Raval on Youtube",[],2600,0,0,"Dec 4, 2020"
40,1,/jonathan-bower/DataScienceResources,Open Source Data Science Resources.,[],2600,0,0,"Nov 4, 2021"
41,1,/google/deepvariant,DeepVariant is an analysis pipeline that uses a deep neural network to call genetic variants from next-generation DNA\u2026,"['deep-learning', 'ngs', 'bioinformatics', 'genomics', 'sequencing', 'science', 'machine-learning', 'genome', 'tensorflow', 'dna', 'deep-neural-network', 'deepvariant']",2400,Python,BSD-3-Clause license,"Oct 27, 2021"
42,1,/chaconnewu/free-data-science-books,Free resources for learning data science,[],2300,0,Unlicense license,"Oct 29, 2018"
43,1,/ml-tooling/ml-workspace,\U0001f6e0 All-in-one web-based IDE specialized for machine learning and data science.,"['machine-learning', 'docker', 'jupyter', 'deep-learning', 'data-science', 'python', 'pytorch', 'scikit-learn', 'nlp', 'kubernetes', 'r', 'anaconda', 'tensorflow', 'gpu', 'vscode', 'jupyter-notebook', 'data-visualization', 'neural-networks', 'data-analysis', 'jupyter-lab']",2300,Jupyter Notebook,Apache-2.0 license,"Oct 11, 2021"
44,1,/ml874/Data-Science-Cheatsheet,NA,[],2000,TeX,0,"Jun 21, 2020"
45,1,/ShuaiW/data-science-question-answer,A repo for data science related questions and answers,"['data-science', 'machine-learning', 'statistics', 'sql', 'reinforcement-learning', 'system', 'deep-learning']",2000,Jupyter Notebook,MIT license,"Oct 1, 2020"
46,1,/mGalarnyk/datasciencecoursera,Data Science Repo and blog for John Hopkins Coursera Courses. Please let me know if you have any questions.,"['data-science', 'python', 'r', 'jhu-coursera', 'john-hopkins-coursera', 'stanford']",1900,HTML,0,"Aug 17, 2021"
47,1,/ujjwalkarn/DataScienceR,"a curated list of R tutorials for Data Science, NLP and Machine Learning","['data-science', 'text-mining', 'r', 'datascience']",1700,R,MIT license,"Oct 19, 2020"
48,1,/38/plotters,"A rust drawing library for high quality data plotting for both WASM and native, statically and realtimely \U0001f980 \U0001f4c8\U0001f680","['plotting', 'visualization', 'plot', 'rust', 'webassembly', 'science', 'graphing', 'rust-crate', 'data-plotting']",1600,Rust,MIT license,"Oct 29, 2021"
49,1,/iphysresearch/DataSciComp,A collection of popular Data Science Challenges/Competitions || Countdown timers to keep track of the entry deadlines.,"['challenge', 'data-science', 'competition', 'project', 'data-challenge', 'data-science-competitions']",1600,JavaScript,MIT license,"Mar 25, 2021"
50,1,/hadley/stats337,Readings in applied data science,"['data-science', 'teaching']",1600,R,CC-BY-SA-4.0 license,"Jun 21, 2018"
51,1,/DataScienceSpecialization/DataScienceSpecialization.github.io,http://DataScienceSpecialization.github.io,[],1600,CSS,0,"Dec 4, 2020"
52,1,/tirthajyoti/Data-science-best-resources,Carefully curated resource links for data science in one place,"['machine-learning', 'data-science', 'deep-learning', 'artificial-intelligence', 'python', 'statistics', 'visualization', 'linux', 'api', 'aws', 'r', 'sql', 'database', 'reinforcement-learning', 'neural-network', 'analytics', 'scikit-learn', 'cheatsheet', 'data-wrangling', 'online-course']",1500,0,MIT license,"May 22, 2021"
53,1,/justmarkham/DAT8,"General Assembly's 2015 Data Science course in Washington, DC","['python', 'data-science', 'machine-learning', 'pandas', 'data-analysis', 'natural-language-processing', 'course', 'clustering', 'naive-bayes', 'linear-regression', 'scikit-learn', 'jupyter-notebook', 'data-visualization', 'web-scraping', 'ensemble-learning', 'logistic-regression', 'decision-trees', 'regular-expressions', 'data-cleaning', 'model-evaluation']",1500,Jupyter Notebook,0,"Apr 18, 2016"
54,1,/DrSkippy/Data-Science-45min-Intros,"Ipython notebook presentations for getting starting with basic programming, statistics and machine learning techniques",[],1500,Jupyter Notebook,Unlicense license,"Oct 2, 2019"
55,1,/fossasia/pslab-expeyes,PSLab for ExpEYES - Science Experiments and Data Acquisition for Physics Education https://pslab.io,[],1500,Python,GPL-3.0 license,"Aug 27, 2019"
56,1,/amitkaps/hackermath,Introduction to Statistics and Basics of Mathematics for Data Science - The Hacker's Way,"['python', 'statistics', 'machine-learning', 'calculus', 'linear-algebra']",1400,Jupyter Notebook,MIT license,"Nov 26, 2017"
57,1,/neherlab/covid19_scenarios,Models of COVID-19 outbreak trajectories and hospital demand,"['covid-19', 'coronavirus', 'covid', 'simulation', 'open-source', 'science', 'data', 'opensource', 'research', 'model', 'population', 'hospital', 'modelling', 'outbreak', 'ventilator', 'ncov', 'sars-cov-2', 'neherlab']",1400,JavaScript,MIT license,"Nov 12, 2021"
58,1,/dformoso/deeplearning-mindmap,A mindmap summarising Deep Learning concepts.,"['python', 'learning', 'science', 'data', 'jupyter', 'deep', 'cheatsheet', 'mindmap']",1400,0,Apache-2.0 license,"May 14, 2019"
59,1,/colour-science/colour,Colour Science for Python,"['python', 'color', 'data', 'dataset', 'colour', 'datasets', 'spectral-data', 'colour-spaces', 'color-space', 'colorspace', 'color-science', 'colour-science', 'colourspace', 'colorspaces', 'colour-space', 'colourspaces', 'color-spaces', 'spectral-dataset', 'spectral-datasets']",1300,Python,BSD-3-Clause license,"Nov 12, 2021"
60,1,/khuyentran1401/Data-science,Collection of useful data science topics along with code and articles,"['data-science', 'machine-learning', 'python', 'data-analysis', 'data-visualization', 'natural-language-processing', 'time-series', 'scraping', 'artificial-intelligence', 'articles']",1200,Jupyter Notebook,0,"Nov 13, 2021"
61,1,/m2dsupsdlclass/lectures-labs,Slides and Jupyter notebooks for the Deep Learning lectures at Master Year 2 Data Science from Institut Polytechnique\u2026,"['deep-learning', 'python', 'slide', 'neural-network', 'jupyter-notebook', 'lecture']",1200,Jupyter Notebook,MIT license,"Mar 25, 2021"
62,1,/JifuZhao/DS-Take-Home,My solution to the book A Collection of Data Science Take-Home Challenges,"['challenge', 'data-science', 'machine-learning', 'exercise-solutions']",1200,Jupyter Notebook,MIT license,"Mar 9, 2019"
63,1,/khanhnamle1994/cracking-the-data-science-interview,"A Collection of Cheatsheets, Books, Questions, and Portfolio For DS/ML Interview Prep","['data-science', 'machine-learning', 'python', 'deep-learning', 'statistics', 'concepts', 'data-journalism', 'data-wrangling', 'data-portfolio', 'downloadable-cheatsheets']",1200,Jupyter Notebook,0,"Jan 5, 2021"
64,1,/edyoda/data-science-complete-tutorial,For extensive instructor led learning,"['machine-learning', 'numpy', 'pandas', 'linear-regression', 'pipeline', 'scikit-learn', 'feature-selection', 'nearest-neighbors', 'decision-trees']",1100,Jupyter Notebook,0,"Jun 27, 2021"
65,1,/gboeing/ppd599,USC urban data science course series with Python and Jupyter,"['data-science', 'python', 'statistics', 'course', 'course-materials', 'jupyter', 'transportation', 'urban-planning', 'coding', 'transport', 'cities', 'spatial-analysis', 'network-analysis', 'city-government', 'usc', 'syllabus', 'urban-data-science', 'urban-analytics', 'urban-informatics', 'urbanism']",1100,Jupyter Notebook,MIT license,"Oct 18, 2021"
66,1,/Team-Neighborhood/I-want-to-study-Data-Science,\ub370\uc774\ud130 \uc0ac\uc774\uc5b8\uc2a4\ub97c \uacf5\ubd80\ud558\uace0 \uc2f6\uc740 \ubd84\ub4e4\uc744 \uc704\ud55c \uae00,[],1100,0,0,"May 4, 2021"
67,1,/alan-turing-institute/the-turing-way,Host repository for The Turing Way: a how to guide for reproducible data science,"['community', 'education', 'data-science', 'hacktoberfest', 'hut23', 'hut23-270', 'hut23-396']",1100,TeX,0,"Nov 12, 2021"
68,1,/datacamp/datacamp-light,Convert any blog or website to an interactive learning platform for data science,[],1100,0,TypeScript,"May 6, 2021"
69,1,/petewarden/dstk,A collection of the best open data sets and open-source tools for data science,[],1100,0,Ruby,"Aug 29, 2016"
70,1,/krzjoa/awesome-python-data-science,Probably the best curated list of data science software in Python.,"['machine-learning', 'data-science', 'scikit-learn', 'data-analysis', 'python', 'awesome', 'awesome-list', 'statistics', 'deep-learning', 'data-visualization', 'awesome-python']",1100,0,CC-BY-4.0 license,"Sep 2, 2021"
71,1,/Shujian2015/FreeML,A List of Data Science/Machine Learning Resources (Mostly Free),"['data-science', 'machine-learning', 'natural-language-processing', 'deep-learning']",1000,0,0,"Jul 8, 2021"
72,1,/iamtodor/data-science-interview-questions-and-answers,Data science interview questions with answers. Not ideally (yet),"['machine-learning', 'data-science', 'interview-questions', 'interview-preparation']",1000,0,MIT license,"Oct 3, 2021"
73,1,/benthecoder/yt-channels-DS-AI-ML-CS,"A comprehensive list of 180+ YouTube Channels for Data Science, Data Engineering, Machine Learning, Deep learning, Co\u2026","['awesome-list', 'awesome', 'python', 'learning', 'data-science', 'data', 'machine-learning', 'youtube', 'statistics', 'web-development', 'ai', 'deep-learning', 'math', 'ml', 'resources', 'artificial-intelligence', 'data-engineering', 'data-analysis', 'software-engineering', 'flutter']",955,0,0,"Oct 24, 2021"
74,1,/mrdbourke/zero-to-mastery-ml,All course materials for the Zero to Mastery Machine Learning and Data Science course.,"['machine-learning', 'deep-learning', 'data-science']",954,Jupyter Notebook,0,"Oct 18, 2021"
75,1,/GoogleCloudPlatform/data-science-on-gcp,"Source code accompanying book: Data Science on the Google Cloud Platform, Valliappa Lakshmanan, O'Reilly 2017","['data-science', 'machine-learning', 'data-visualization', 'data-engineering', 'cloud-computing', 'data-analysis', 'data-processing', 'data-pipeline']",952,Jupyter Notebook,0,"Nov 11, 2021"
76,1,/shervinea/mit-15-003-data-science-tools,Study guides for MIT's 15.003 Data Science Tools,"['data-science', 'sql', 'visualization', 'git', 'bash', 'r', 'retrieval', 'manipulation', 'study-guide']",950,0,MIT license,"Aug 23, 2020"
77,1,/rbhatia46/Data-Science-Interview-Resources,A repository listing out the potential sources which will help you in preparing for a Data Science/Machine Learning i\u2026,"['data-science', 'machine-learning', 'artificial-intelligence', 'interview-questions', 'interview-resources', 'learning-resources', 'machine-learning-interview', 'data-science-interview']",936,0,MIT license,"Oct 31, 2021"
78,1,/d6t/d6tflow,Python library for building highly effective data science workflows,[],934,Python,MIT license,"Oct 6, 2021"
79,1,/uwescience/datasci_course_materials,Public repository for course materials for the Data Science at Scale Specialization at Coursera,[],902,HTML,0,"Jun 27, 2021"
80,1,/apache/systemds,An open source ML system for the end-to-end data science lifecycle,"['java', 'python', 'dml', 'systemds']",881,Java,Apache-2.0 license,"Nov 10, 2021"
81,1,/galaxyproject/galaxy,Data intensive science for everyone.,"['docker', 'science', 'workflow', 'bioinformatics', 'pipeline', 'genomics', 'workflow-engine', 'ngs', 'sequencing', 'dna', 'usegalaxy', 'hacktoberfest']",879,Python,0,"Nov 12, 2021"
82,1,/hi-weijun/PythonDataScience-Collections,\u6700\u5168\u6570\u636e\u5206\u6790\u8d44\u6599\u6c47\u603b\uff08\u542bpython\u3001\u722c\u866b\u3001\u6570\u636e\u5e93\u3001\u5927\u6570\u636e\u3001tableau\u3001\u7edf\u8ba1\u5b66\u7b49\uff09,[],874,0,0,"May 11, 2021"
83,1,/rorysroes/SGX-Full-OrderBook-Tick-Data-Trading-Strategy,Providing the solutions for high-frequency trading (HFT) strategies using data science approaches (Machine Learning) \u2026,"['machine-learning', 'python', 'trading', 'feature-selection', 'model-selection', 'quant', 'trading-strategies', 'investment', 'market-maker', 'feature-engineering', 'algorithmic-trading', 'backtesting-trading-strategies', 'limit-order-book', 'quantitative-trading', 'orderbook', 'market-microstructure', 'high-frequency-trading', 'market-making', 'orderbook-tick-data']",873,Jupyter Notebook,0,"Feb 14, 2017"
84,1,/davidshariff/computer-science,"Contains the basic fundamental data structures and algorithms a front end engineer should know, written all in JavaSc\u2026","['javascript', 'computer-science', 'front-end', 'frontend']",822,JavaScript,0,"Oct 3, 2020"
85,1,/DLLXW/data-science-competition,"\u8be5\u4ed3\u5e93\u7528\u4e8e\u8bb0\u5f55\u4f5c\u8005\u672c\u4eba\u53c2\u52a0\u7684\u5404\u5927\u6570\u636e\u79d1\u5b66\u7ade\u8d5b\u7684\u83b7\u5956\u65b9\u6848\u6e90\u7801\u4ee5\u53ca\u4e00\u4e9b\u65b0\u6bd4\u8d5b\u7684\u539f\u521bbaseline. \u4e3b\u8981\u6db5\u76d6\uff1akaggle, \u963f\u91cc\u5929\u6c60\uff0c\u534e\u4e3a\u4e91\u5927\u8d5b\u6821\u56ed\u8d5b\uff0c\u767e\u5ea6aistudio\uff0c\u548c\u9cb8\u793e\u533a\uff0cdatafountain\u7b49",[],800,Python,0,"Nov 11, 2021"
86,1,/dssg/hitchhikers-guide,The Hitchhiker's Guide to Data Science for Social Good,"['data-science', 'tutorial-exercises']",795,Jupyter Notebook,0,"Nov 2, 2021"
87,1,/jaystone776/python-data-science-cheatsheet,Python\u6570\u636e\u79d1\u5b66\u901f\u67e5\u8868,[],769,0,0,"Sep 30, 2018"
88,1,/justmarkham/DAT4,"General Assembly's Data Science course in Washington, DC",[],762,Jupyter Notebook,0,"Feb 15, 2021"
89,1,/chrisalbon/notes,Notes On Using Data Science & Artificial Intelligence To Fight For Something That Matters.,"['python', 'machine-learning', 'statistics', 'deep-learning', 'engineering-management', 'technical-management']",750,HTML,0,"Sep 6, 2021"
90,1,/iNeuronai/interview-question-data-science-,NA,[],736,0,0,"Aug 13, 2021"
91,1,/rafalab/dsbook,Repository for data science book,[],730,HTML,0,"Oct 27, 2021"
92,1,/rstudio-education/datascience-box,Data Science Course in a Box,"['r', 'education', 'data-science', 'teaching', 'rstats']",730,HTML,CC-BY-SA-4.0 license,"Nov 8, 2021"
93,1,/tuplex/tuplex,Tuplex is a parallel big data processing framework that runs data science pipelines written in Python at the speed of\u2026,[],729,C++,Apache-2.0 license,"Nov 11, 2021"
94,1,/sux13/DataScienceSpCourseNotes,Compiled Notes for all 9 courses in the Coursera Data Science Specialization,[],720,HTML,0,"Mar 28, 2021"
95,1,/khundman/telemanom,A framework for using LSTMs to detect anomalies in multivariate time series data. Includes spacecraft anomaly data an\u2026,"['deep-learning', 'keras', 'tensorflow', 'anomaly-detection', 'time-series', 'lstm', 'rnn', 'kdd', 'kdd2018']",695,Jupyter Notebook,0,"Oct 19, 2021"
96,1,/crazyhottommy/getting-started-with-genomics-tools-and-resources,"Unix, R and python tools for genomics and data science","['data-science', 'bioinformatics', 'cancer-genomics']",682,Shell,0,"Oct 18, 2021"
97,1,/Scifabric/pybossa,PYBOSSA is the ultimate crowdsourcing framework (aka microtasking) to analyze or enrich data that can't be processed \u2026,"['python', 'science', 'opensource', 'research', 'knowledge', 'crowdsourcing', 'pybossa', 'citizenscience', 'citizen', 'microtasking', 'crowd']",682,Python,0,"Oct 21, 2021"
98,1,/jeongyoonlee/Kaggler,Code for Kaggle Data Science Competitions,"['machine-learning', 'automl', 'python', 'feature-engineering', 'kaggle', 'kaggler']",681,Python,MIT license,"Jun 16, 2021"
99,1,/litaotao/IPython-Dashboard,"A stand alone, light-weight web server for building, sharing graphs created in ipython. Build for data science, data \u2026","['visualization', 'data-science', 'dashboard', 'notebook', 'ipython', 'ipython-dashboard']",681,Python,GPL-2.0 license,"Mar 29, 2021"
100,1,/sajal2692/data-science-portfolio,"Portfolio of data science projects completed by me for academic, self learning, and hobby purposes.","['data-science', 'machine-learning', 'python', 'pandas', 'nlp', 'portfolio', 'scikit-learn', 'keras']",678,Jupyter Notebook,MIT license,"Aug 29, 2021"
101,1,/stasi009/TakeHomeDataChallenges,My solution to the book <A collection of Data Science Take-home Challenges>,[],678,Jupyter Notebook,0,"Nov 9, 2016"
102,1,/firmai/data-science-career,"Career Resources for Data Science, Machine Learning, Big Data and Business Analytics Career Repository","['machine-learning', 'data-science', 'big-data', 'analytics', 'resources', 'career', 'business-intelligence', 'business-analytics']",671,0,0,"Oct 20, 2021"
103,1,/chrisalbon/code_py,A collection of well-commented code snippets for data science,[],669,HTML,0,"Jan 15, 2019"
104,1,/CNFeffery/DataScienceStudyNotes,\u8fd9\u4e2a\u4ed3\u5e93\u4fdd\u7ba1\u4ece\uff08\u6570\u636e\u79d1\u5b66\u5b66\u4e60\u624b\u672d69\uff09\u5f00\u59cb\u7684\u6240\u6709\u4ee3\u7801\u3001\u6570\u636e\u7b49\u76f8\u5173\u9644\u4ef6\u5185\u5bb9,[],653,Jupyter Notebook,0,"Nov 9, 2021"
105,1,/briandalessandro/DataScienceCourse,This holds iPython notebooks and lecture slides for the Intro to Data Science Master's course I teach at NYU.,[],643,Jupyter Notebook,0,"Dec 20, 2020"
106,1,/tdurieux/anonymous_github,Anonymous Github is a proxy server to support anonymous browsing of Github repositories for open-science code and data.,"['open-science', 'anonymous', 'double-blind', 'double-anonymous']",641,HTML,GPL-3.0 license,"Sep 26, 2021"
107,1,/lewagon/data-setup,Setup instructions for Le Wagon's students on their first day of Data Science Bootcamp,"['python', 'setup']",640,0,Ruby,"Nov 2, 2021"
108,1,/justmarkham/DAT3,"General Assembly's Data Science course in Washington, DC",[],636,0,Roff,"May 19, 2020"
109,1,/nasa/earthdata-search,"Earthdata Search is a web application developed by NASA EOSDIS to enable data discovery, search, comparison, visualiz\u2026","['data-discovery', 'hacktoberfest', 'eosdis', 'earthdata-search']",631,JavaScript,0,"Nov 8, 2021"
110,1,/interviewBubble/Data-Science-Competitions,"Goal of this repo is to provide the solutions of all Data Science Competitions(Kaggle, Data Hack, Machine Hack, Driven \u2026","['kaggle', 'machine-learning', 'data-science', 'kaggle-competition', 'xgboost', 'data-science-competition', 'competition-code', 'analytics-vidhya', 'data-science-competitions', 'datahack-competition', 'machinehack-competition', 'kaggle-winning-solutions-github', 'kaggle-competition-solutions', 'kaggle-competition-for-beginners', 'kaggle-solutions-github', 'competitive-data-science-github']",629,0,Apache-2.0 license,"Jan 30, 2020"
111,1,/meta-toolkit/meta,A Modern C++ Data Sciences Toolkit,"['nlp', 'search-engine', 'c-plus-plus', 'graph-algorithms', 'text-classification', 'word-embeddings', 'text-analysis', 'language-modeling', 'inverted-index', 'text-analytics', 'pos-tag', 'nlp-parsing']",616,0,C++,"Dec 13, 2020"
112,1,/rnorm/book_sample,another book on data science,"['data-science', 'book', 'python', 'r']",615,Python,0,"Jan 25, 2020"
