,URLCODE,Name,Descr,tags,Stars,MajLang,License,LastUpdated
23,0,/academic/awesome-datascience,\U0001f4dd An awesome Data Science repository to learn and apply for real world problems.,"['data-science', 'machine-learning', 'data-mining', 'science', 'deep-learning', 'analytics', 'data-visualization', 'awesome-list', 'data-scientists', 'hacktoberfest']",17400,0,MIT license,"Nov 8, 2021"
24,0,/kojino/120-Data-Science-Interview-Questions,Answers to 120 commonly asked data science interview questions.,[],2700,0,0,"Apr 19, 2021"
25,0,/PinkWink/DataScience,\ucc45) \ud30c\uc774\uc36c\uc73c\ub85c \ub370\uc774\ud130 \uc8fc\ubb34\ub974\uae30 - \uc18c\uc2a4\ucf54\ub4dc \ubc0f \ub370\uc774\ud130 \uacf5\uac1c,[],214,Jupyter Notebook,0,"Nov 4, 2019"
26,0,/hadley/r4ds,R for data science: a book,"['r', 'data-science', 'book', 'bookdown']",3200,R,0,"Nov 10, 2021"
27,0,/ShuaiW/data-science-question-answer,A repo for data science related questions and answers,"['data-science', 'machine-learning', 'statistics', 'sql', 'reinforcement-learning', 'system', 'deep-learning']",2000,Jupyter Notebook,MIT license,"Oct 1, 2020"
28,0,/tirthajyoti/Data-science-best-resources,Carefully curated resource links for data science in one place,"['machine-learning', 'data-science', 'deep-learning', 'artificial-intelligence', 'python', 'statistics', 'visualization', 'linux', 'api', 'aws', 'r', 'sql', 'database', 'reinforcement-learning', 'neural-network', 'analytics', 'scikit-learn', 'cheatsheet', 'data-wrangling', 'online-course']",1500,0,MIT license,"May 22, 2021"
29,0,/ml874/Data-Science-Cheatsheet,NA,[],2000,TeX,0,"Jun 21, 2020"
30,0,/aaronwangy/Data-Science-Cheatsheet,"A helpful 5-page machine learning cheatsheet to assist with exam reviews, interview prep, and anything in-between.","['machine-learning', 'data-science', 'cheatsheet']",3200,TeX,0,"Oct 22, 2021"
31,0,/khuyentran1401/Data-science,Collection of useful data science topics along with code and articles,"['data-science', 'machine-learning', 'python', 'data-analysis', 'data-visualization', 'natural-language-processing', 'time-series', 'scraping', 'artificial-intelligence', 'articles']",1200,Jupyter Notebook,0,"Nov 13, 2021"
32,0,/edyoda/data-science-complete-tutorial,For extensive instructor led learning,"['machine-learning', 'numpy', 'pandas', 'linear-regression', 'pipeline', 'scikit-learn', 'feature-selection', 'nearest-neighbors', 'decision-trees']",1100,Jupyter Notebook,0,"Jun 27, 2021"
33,0,/therealsreehari/Learn-Data-Science-For-Free,This repositary is a combination of different resources lying scattered all over the internet. The reason for making \u2026,"['data-science', 'machine-learning', 'natural-language-processing', 'computer-vision', 'machine-learning-algorithms', 'artificial-intelligence', 'neural-networks', 'deeplearning', 'datascienceproject']",4800,0,GPL-3.0 license,"Apr 2, 2021"
34,0,/GoogleCloudPlatform/data-science-on-gcp,"Source code accompanying book: Data Science on the Google Cloud Platform, Valliappa Lakshmanan, O'Reilly 2017","['data-science', 'machine-learning', 'data-visualization', 'data-engineering', 'cloud-computing', 'data-analysis', 'data-processing', 'data-pipeline']",952,Jupyter Notebook,0,"Nov 11, 2021"
35,0,/CNFeffery/DataScienceStudyNotes,\u8fd9\u4e2a\u4ed3\u5e93\u4fdd\u7ba1\u4ece\uff08\u6570\u636e\u79d1\u5b66\u5b66\u4e60\u624b\u672d69\uff09\u5f00\u59cb\u7684\u6240\u6709\u4ee3\u7801\u3001\u6570\u636e\u7b49\u76f8\u5173\u9644\u4ef6\u5185\u5bb9,[],653,Jupyter Notebook,0,"Nov 9, 2021"
36,0,/iNeuronai/interview-question-data-science-,NA,[],736,0,0,"Aug 13, 2021"
37,0,/MrMimic/data-scientist-roadmap,"Toturials coming with the ""data science roadmap"" picture.",[],4500,Python,GPL-3.0 license,"Dec 11, 2020"
38,0,/hse-aml/competitive-data-science,"Materials for ""How to Win a Data Science Competition: Learn from Top Kagglers"" course",[],582,Jupyter Notebook,0,"Jun 13, 2020"
39,0,/llSourcell/Learn_Data_Science_in_3_Months,"This is the Curriculum for ""Learn Data Science in 3 Months"" By Siraj Raval on Youtube",[],2600,0,0,"Dec 4, 2020"
40,0,/pachyderm/pachyderm,Reproducible Data Science at Scale!,"['data-science', 'go', 'kubernetes', 'docker', 'distributed-systems', 'big-data', 'analytics', 'containers', 'data-analysis', 'pachyderm']",5300,0,Go,"Nov 12, 2021"
41,0,/learn-co-students/python-practice-with-datatypes-data-science-intro-000,NA,[],6,Jupyter Notebook,0,"Oct 13, 2021"
42,0,/DrSkippy/Data-Science-45min-Intros,"Ipython notebook presentations for getting starting with basic programming, statistics and machine learning techniques",[],1500,Jupyter Notebook,Unlicense license,"Oct 2, 2019"
43,0,/jeroenjanssens/data-science-at-the-command-line,Data Science at the Command Line,"['data-science', 'r', 'book', 'python', 'linux', 'bash', 'cli', 'unix', 'ggplot2', 'bookdown', 'gnuplot']",3100,HTML,0,"Oct 12, 2021"
44,0,/Azure-Samples/Azure-MachineLearning-DataScience,NA,[],385,HTML,0,"Jun 28, 2019"
45,0,/JuliaAcademy/DataScience,"Data Science in Julia course for JuliaAcademy.com, taught by Huda Nassar","['data-science', 'julia', 'juliaacademy', 'learnjulia']",333,Jupyter Notebook,MIT license,"Jul 17, 2021"
46,0,/AmoDinho/datacamp-python-data-science-track,"All the slides, accompanying code and exercises all stored in this repo. \U0001f388","['data-science', 'python', 'pandas', 'datascience', 'scikit-learn', 'nlp', 'natural-language-processing', 'neural-network', 'neural-networks', 'bokeh', 'machinelearning', 'tokenization', 'datacamp-course', 'datacamp', 'datacamp-exercises', 'datacamp-projects', 'datacamp-solutions-python', 'datacamp-python', 'datacamp-machine-learning']",378,Python,MIT license,"May 9, 2021"
47,0,/jwasham/computer-science-flash-cards,Mini website for testing both general CS knowledge and enforce coding practice and common algorithm/data structure me\u2026,[],6200,HTML,CC-BY-SA-4.0 license,"Jul 21, 2021"
48,0,/learn-co-students/python-variables-readme-data-science-intro-000,NA,[],7,Jupyter Notebook,0,"Jun 20, 2019"
49,0,/galaxyproject/galaxy,Data intensive science for everyone.,"['docker', 'science', 'workflow', 'bioinformatics', 'pipeline', 'genomics', 'workflow-engine', 'ngs', 'sequencing', 'dna', 'usegalaxy', 'hacktoberfest']",879,Python,0,"Nov 12, 2021"
50,0,/jaystone776/python-data-science-cheatsheet,Python\u6570\u636e\u79d1\u5b66\u901f\u67e5\u8868,[],769,0,0,"Sep 30, 2018"
51,0,/rafalab/dsbook,Repository for data science book,[],730,HTML,0,"Oct 27, 2021"
52,0,/learn-co-students/jupyter-notebook-introduction-data-science-intro-000,NA,[],7,Jupyter Notebook,0,"Jun 15, 2019"
53,0,/r0f1/datascience,Curated list of Python resources for data science.,"['data-science', 'python', 'data-analysis', 'machine-learning', 'data-visualization', 'awesome-list', 'data-mining', 'awesome', 'statistics', 'deep-learning', 'artificial-intelligence', 'datascience', 'deeplearning', 'bayes']",2900,0,0,"Nov 11, 2021"
54,0,/virgili0/Virgilio,Your new Mentor for Data Science E-Learning.,"['data-science', 'python', 'nlp', 'learning', 'machine-learning', 'statistics', 'computer-vision', 'study', 'tensorflow', 'guide', 'scikit-learn', 'learning-python', 'path', 'datascience', 'business-intelligence', 'guidelines', 'machine-vision', 'hacktoberfest', 'virgilio', 'studypath']",13200,Jupyter Notebook,0,"Oct 19, 2021"
55,0,/FavioVazquez/ds-cheatsheets,List of Data Science Cheatsheets to rule the world,"['python', 'r', 'cheatsheet', 'programming', 'spark', 'jupyter', 'datascience']",9300,0,MIT license,"Oct 31, 2019"
56,0,/DLLXW/data-science-competition,"\u8be5\u4ed3\u5e93\u7528\u4e8e\u8bb0\u5f55\u4f5c\u8005\u672c\u4eba\u53c2\u52a0\u7684\u5404\u5927\u6570\u636e\u79d1\u5b66\u7ade\u8d5b\u7684\u83b7\u5956\u65b9\u6848\u6e90\u7801\u4ee5\u53ca\u4e00\u4e9b\u65b0\u6bd4\u8d5b\u7684\u539f\u521bbaseline. \u4e3b\u8981\u6db5\u76d6\uff1akaggle, \u963f\u91cc\u5929\u6c60\uff0c\u534e\u4e3a\u4e91\u5927\u8d5b\u6821\u56ed\u8d5b\uff0c\u767e\u5ea6aistudio\uff0c\u548c\u9cb8\u793e\u533a\uff0cdatafountain\u7b49",[],800,Python,0,"Nov 11, 2021"
57,0,/sajal2692/data-science-portfolio,"Portfolio of data science projects completed by me for academic, self learning, and hobby purposes.","['data-science', 'machine-learning', 'python', 'pandas', 'nlp', 'portfolio', 'scikit-learn', 'keras']",678,Jupyter Notebook,MIT license,"Aug 29, 2021"
58,0,/learn-co-students/python-lists-readme-data-science-intro-000,NA,[],7,Jupyter Notebook,0,"Apr 8, 2021"
59,0,/datasciencescoop/Data-Science-Tutorials,Data Science Tutorials,[],437,0,0,"May 22, 2020"
60,0,/khanhnamle1994/cracking-the-data-science-interview,"A Collection of Cheatsheets, Books, Questions, and Portfolio For DS/ML Interview Prep","['data-science', 'machine-learning', 'python', 'deep-learning', 'statistics', 'concepts', 'data-journalism', 'data-wrangling', 'data-portfolio', 'downloadable-cheatsheets']",1200,Jupyter Notebook,0,"Jan 5, 2021"
61,0,/EasyD/IntroToDataScience,GitHub Repository to accompany my YouTube series of videos on Introductory Data Science using R.,[],330,R,0,"Nov 11, 2017"
62,0,/rbhatia46/Data-Science-Interview-Resources,A repository listing out the potential sources which will help you in preparing for a Data Science/Machine Learning i\u2026,"['data-science', 'machine-learning', 'artificial-intelligence', 'interview-questions', 'interview-resources', 'learning-resources', 'machine-learning-interview', 'data-science-interview']",935,0,MIT license,"Oct 31, 2021"
63,0,/oreillymedia/doing_data_science,This is the example code repository for Doing Data Science by Cathy O'Neil and Rachel Schutt (O'Reilly Media),[],452,0,0,"Mar 26, 2018"
64,0,/alexattia/Data-Science-Projects,"DataScience projects for learning : Kaggle challenges, Object Recognition, Parsing, etc.","['python', 'challenge', 'machine-learning', 'hackerrank', 'kaggle']",440,Jupyter Notebook,0,"Sep 30, 2020"
65,0,/learn-co-students/python-variables-lab-data-science-intro-000,NA,[],3,Jupyter Notebook,0,"Mar 17, 2021"
66,0,/MayureshShilotri/26-Weeks-Of-Data-Science,Email Newsletter,[],315,Jupyter Notebook,0,"Dec 6, 2020"
67,0,/springboard-curriculum/DataScienceGuidedCapstone,NA,[],9,Jupyter Notebook,0,"Aug 23, 2021"
68,0,/amitness/learning,Becoming better at data science every day,"['data-science', 'udacity', 'codecademy', 'treehouse', 'datacamp', 'learning-resources']",3800,0,MIT license,"Oct 31, 2021"
69,0,/Anthonymcqueen21/DataCamp,DataCamp data-science courses,[],2,Python,0,"Oct 8, 2017"
70,0,/krzjoa/awesome-python-data-science,Probably the best curated list of data science software in Python.,"['machine-learning', 'data-science', 'scikit-learn', 'data-analysis', 'python', 'awesome', 'awesome-list', 'statistics', 'deep-learning', 'data-visualization', 'awesome-python']",1100,0,CC-BY-4.0 license,"Sep 2, 2021"
71,0,/WillKoehrsen/wikipedia-data-science,Working with and analyzing Wikipedia Data,[],571,Jupyter Notebook,0,"Oct 1, 2020"
72,0,/CodexploreRepo/data_science,Data Science Handbook,[],79,Jupyter Notebook,0,"Oct 6, 2021"
73,0,/krishnaik06/Interview-Prepartion-Data-Science,NA,[],427,Jupyter Notebook,0,"Oct 20, 2020"
74,0,/learn-co-students/excel-to-python-data-science-intro-000,NA,[],19,Jupyter Notebook,0,"Jun 19, 2020"
75,0,/hi-weijun/PythonDataScience-Collections,\u6700\u5168\u6570\u636e\u5206\u6790\u8d44\u6599\u6c47\u603b\uff08\u542bpython\u3001\u722c\u866b\u3001\u6570\u636e\u5e93\u3001\u5927\u6570\u636e\u3001tableau\u3001\u7edf\u8ba1\u5b66\u7b49\uff09,[],874,0,0,"May 11, 2021"
76,0,/Jcharis/Streamlit_DataScience_Apps,Streamlit Data Science and ML Apps in Python,[],259,HTML,0,"Oct 12, 2021"
77,0,/jadianes/data-science-your-way,Ways of doing Data Science Engineering and Machine Learning in R and Python,"['python', 'data-science', 'r', 'machine-learning', 'tutorial', 'jupyter', 'notebook', 'exploratory-data-analysis', 'data-frame', 'data-science-engineering']",548,Jupyter Notebook,0,"Apr 25, 2021"
78,0,/learn-co-students/python-lists-lab-data-science-intro-000,NA,[],3,Jupyter Notebook,0,"Oct 1, 2020"
79,0,/tuangauss/DataScienceProjects,"The code repository for projects and tutorials in R and Python that covers a variety of topics in data visualization,\u2026","['data-science', 'statistics', 'data-visualization']",278,Jupyter Notebook,0,"Mar 3, 2021"
80,0,/lgreski/datasciencectacontent,repository for Community Mentor content related to the Johns Hopkins University Data Science Specialization on Coursera,[],611,HTML,GPL-3.0 license,"Jan 20, 2021"
81,0,/DataScienceSpecialization/courses,Course materials for the Data Science Specialization: https://www.coursera.org/specialization/jhudatascience/1,[],3800,HTML,0,"Mar 30, 2021"
82,0,/mGalarnyk/datasciencecoursera,Data Science Repo and blog for John Hopkins Coursera Courses. Please let me know if you have any questions.,"['data-science', 'python', 'r', 'jhu-coursera', 'john-hopkins-coursera', 'stanford']",1900,HTML,0,"Aug 17, 2021"
83,0,/yhat/rodeo,A data science IDE for Python,[],3900,JavaScript,0,"Apr 16, 2018"
84,0,/uwescience/datasci_course_materials,Public repository for course materials for the Data Science at Scale Specialization at Coursera,[],902,HTML,0,"Jun 27, 2021"
85,0,/kunalj101/Data-Science-Hacks,"Data Science Hacks consists of tips, tricks to help you become a better data scientist. Data science hacks are for al\u2026","['pandas', 'data-science', 'machine-learning', 'python', 'data-analysis', 'data-visualization', 'numpy', 'nlp', 'data', 'computer-vision', 'pandas-dataframe', 'python3', 'dataset', 'ipynb', 'tips-and-tricks', 'hacks', 'nlp-machine-learning', 'image-augmentation', 'pandas-tutorial', 'pandas-python']",302,Jupyter Notebook,GPL-3.0 license,"Nov 7, 2021"
86,0,/interviewBubble/Data-Science-Competitions,"Goal of this repo is to provide the solutions of all Data Science Competitions(Kaggle, Data Hack, Machine Hack, Driven \u2026","['kaggle', 'machine-learning', 'data-science', 'kaggle-competition', 'xgboost', 'data-science-competition', 'competition-code', 'analytics-vidhya', 'data-science-competitions', 'datahack-competition', 'machinehack-competition', 'kaggle-winning-solutions-github', 'kaggle-competition-solutions', 'kaggle-competition-for-beginners', 'kaggle-solutions-github', 'competitive-data-science-github']",629,0,Apache-2.0 license,"Jan 30, 2020"
87,0,/rstudio-education/datascience-box,Data Science Course in a Box,"['r', 'education', 'data-science', 'teaching', 'rstats']",730,HTML,CC-BY-SA-4.0 license,"Nov 8, 2021"
88,0,/hadley/stats337,Readings in applied data science,"['data-science', 'teaching']",1600,R,CC-BY-SA-4.0 license,"Jun 21, 2018"
89,0,/learn-co-students/plotting-data-readme-data-science-intro-000,NA,[],1,Jupyter Notebook,0,"Aug 29, 2019"
90,0,/learn-co-students/plotting-data-lab-data-science-intro-000,NA,[],0,Jupyter Notebook,0,"Sep 30, 2020"
91,0,/gumption/Python_for_Data_Science,A rapid on-ramp primer for programmers who want to learn Python for doing data science research and development.,[],294,Jupyter Notebook,0,"Oct 2, 2020"
92,0,/Jcharis/DataScienceTools,"Useful Data Science and Machine Learning Tools,Libraries and Packages",[],117,Jupyter Notebook,0,"Oct 6, 2021"
93,0,/dataoptimal/dataoptimal.github.io,Data Science Portfolio,[],44,JavaScript,0,"Jul 8, 2021"
94,0,/joanby/tidyverse-data-science,Curso de tidyverse para Data Science,[],85,HTML,0,"Oct 15, 2021"
95,0,/Team-Neighborhood/I-want-to-study-Data-Science,\ub370\uc774\ud130 \uc0ac\uc774\uc5b8\uc2a4\ub97c \uacf5\ubd80\ud558\uace0 \uc2f6\uc740 \ubd84\ub4e4\uc744 \uc704\ud55c \uae00,[],1100,0,0,"May 4, 2021"
96,0,/KevinLiao159/MyDataSciencePortfolio,Applying Data Science and Machine Learning to Solve Real World Business Problems,"['machine-learning', 'data-science', 'spark', 'recommendation-system', 'nlp', 'api', 'data-visualization', 'neural-networks']",276,Jupyter Notebook,MIT license,"Jul 5, 2020"
97,0,/robsalgado/personal_data_science_projects,NA,[],198,Jupyter Notebook,0,"May 20, 2020"
98,0,/learn-co-students/python-dictionaries-readme-data-science-intro-000,NA,[],3,Jupyter Notebook,0,"Oct 1, 2020"
99,0,/DataScienceResearchPeru/OpenSource-RoadMap-DataScience,¡Camino a una educación autodidacta en Ciencia de Datos!,"['data-science', 'deep-learing', 'dsrp']",473,Jupyter Notebook,Apache-2.0 license,"Oct 12, 2021"
100,0,/alura-cursos/introducao-a-data-science,Conteúdo da primeira parte do curso de introdução a Data Science da Alura,[],339,Jupyter Notebook,0,"Dec 28, 2018"
101,0,/amrrs/For-Data-Science-Beginners,Set of \U0001f4dd with \U0001f517 to help those who are Data Science beginners \U0001f916,"['awesome', 'links', 'datascience', 'collections']",403,0,0,"Nov 10, 2020"
102,0,/learn-co-students/py-lists-with-maps-data-science-intro-000,NA,[],6,Jupyter Notebook,0,"Aug 3, 2021"
103,0,/fsiddh/IBM-Data-Science-Professional-Certification,This repository contains all the resources and solution to quizzes given and asked in IBM Data Science Professional C\u2026,"['data-science', 'python', 'assignment', 'ibm', 'coursera-data-science', 'coursera-specialization', 'ibm-data-science', 'ibm-data-science-professional', 'analyzing-us-economy', 'python-for-data-science-and-ai', 'data-science-assignment', 'python-for-data-science-quiz', 'data-science-quiz', 'analyzing-us-economic-data']",169,Jupyter Notebook,0,"Jun 7, 2021"
104,0,/data-8/datascience,A Python library for introductory data science,[],406,Jupyter Notebook,BSD-3-Clause license,"Oct 6, 2021"
105,0,/boringPpl/data-science-roadmap,"Learning from multiple companies in Silicon Valley. Netflix, Facebook, Google, Startups",[],511,0,0,"Sep 7, 2020"
106,0,/woaielf/MindMap_ZOE,Data Science & MindMap,[],382,0,0,"Apr 29, 2018"
107,0,/iamtodor/data-science-interview-questions-and-answers,Data science interview questions with answers. Not ideally (yet),"['machine-learning', 'data-science', 'interview-questions', 'interview-preparation']",1000,0,MIT license,"Oct 3, 2021"
108,0,/dipanjanS/data_science_for_all,Code and resources for my blog and articles to share Data Science and AI knowledge and learnings with everyone,[],176,Jupyter Notebook,GPL-3.0 license,"Nov 21, 2019"
109,0,/ricklamers/gridstudio,Grid studio is a web-based application for data science with full integration of open source data science frameworks \u2026,[],8700,JavaScript,AGPL-3.0 license,"Oct 2, 2020"
110,0,/trentparkinson/SQL-for-Data-Science,"Coursera - University of California, Davis",[],97,0,0,"May 9, 2020"
111,0,/frontbenchHQ/Data-Science-Free,Free Resources For Data Science created by Shubham Kumar,"['machine-learning', 'data-science', 'deep-learning', 'statistics', 'reinforcement-learning', 'ml', 'q-learning', 'courses', 'supervised-learning', 'ml-cheatsheet']",240,0,MIT license,"Jul 13, 2020"
112,0,/bgweber/StartupDataScience,NA,[],272,Jupyter Notebook,0,"May 15, 2019"
113,0,/MicrosoftLearning/Data-Science-Essentials,Course files for the Microsoft data Science Essentials Course,[],177,0,MIT license,"Mar 8, 2018"
114,0,/Azure/DataScienceVM,Tools and Docs on the Azure Data Science Virtual Machine (http://aka.ms/dsvm),"['azure', 'data-science', 'python', 'machine-learning', 'r', 'big-data', 'ai', 'deep-learning', 'ml', 'data-analysis', 'sqlserver', 'dsvm']",159,Jupyter Notebook,MIT license,"Feb 15, 2021"
115,0,/catalystfrank/Python4DataScience.CH,\u4ece0\u5f00\u59cb\u63a5\u89e6Python\u5904\u7406\u6570\u636e\u79d1\u5b66\u95ee\u9898\u3002\u5305\u542bPython0\u57fa\u7840\u5165\u95e8\u3001\u79d1\u5b66\u8ba1\u7b97\u5de5\u5177\u5165\u95e8\u3001\u6570\u5b66\u4e0e\u8ba1\u7b97\u673a\u57fa\u7840\u5165\u95e8\u3001\u7edf\u8ba1\u5b66\u4e60\u5165\u95e8\u3002,[],391,Jupyter Notebook,CC0-1.0 license,"Mar 7, 2016"
116,0,/mdipietro09/DataScience_ArtificialIntelligence_Utils,Examples of Data Science projects and Artificial Intelligence use cases,"['machine-learning', 'reinforcement-learning', 'artificial-intelligence', 'deep-learning', 'data-science', 'natural-language-processing', 'python', 'computer-vision', 'time-series', 'examples', 'regression', 'data-visualization', 'classification', 'explainable-ai', 'explainable-ml']",157,Jupyter Notebook,0,"Sep 28, 2021"
117,0,/FilippoBovo/production-data-science,Production Data Science: a workflow for collaborative data science aimed at production,"['workflow', 'data-science', 'production', 'collaborative']",403,Jupyter Notebook,0,"May 22, 2020"
118,0,/codenation-dev/Data-Science-Online,NA,[],204,Jupyter Notebook,0,"Aug 23, 2021"
119,0,/firmai/data-science-career,"Career Resources for Data Science, Machine Learning, Big Data and Business Analytics Career Repository","['machine-learning', 'data-science', 'big-data', 'analytics', 'resources', 'career', 'business-intelligence', 'business-analytics']",671,0,0,"Oct 20, 2021"
120,0,/datasciencescoop/Math-for-Data-Science,Math for Data Science,[],183,0,0,"Mar 17, 2019"
121,0,/jasonding1354/pyDataScienceToolkits_Base,\u4f7f\u7528Python\u8fdb\u884c\u6570\u636e\u5206\u6790\u5b9e\u9a8c\u5de5\u5177NumPy\u3001Pandas\u3001Matplotlib\u3001Scikit-learn\u7684\u5165\u95e8\u4ecb\u7ecd\uff0c\u4f7f\u7528IPython Notebook\u683c\u5f0f,[],334,Python,MIT license,"Apr 17, 2017"
122,0,/MLWhiz/data_science_blogs,A repository to keep track of all the code that I end up writing for my blog posts.,"['machine-learning', 'spark', 'python', 'xgboost', 'time-series', 'data', 'graphs', 'chatbot', 'blogging', 'datascience', 'gan', 'mcmc', 'streamlit']",193,Jupyter Notebook,0,"Oct 1, 2020"
123,0,/shervinea/mit-15-003-data-science-tools,Study guides for MIT's 15.003 Data Science Tools,"['data-science', 'sql', 'visualization', 'git', 'bash', 'r', 'retrieval', 'manipulation', 'study-guide']",950,0,MIT license,"Aug 23, 2020"
124,0,/sfbrigade/data-science-wg,SF Brigade's Data Science Working Group.,"['data-science', 'data-visualization', 'san-francisco', 'inferential-statistics', 'predictive-modeling', 'code-for-sf', 'code-for-america']",150,Jupyter Notebook,0,"Sep 22, 2021"
125,0,/Thomas-George-T/IBM-Data-Science-Professional-Certification,"Learning materials, Quizzes & Assignment solutions for the entire IBM data science professional certification. Also i\u2026","['data-science', 'python', 'clustering', 'regression', 'assignment', 'classification', 'recommendation-system', 'ibm', 'coursera-data-science', 'coursera-specialization', 'ibm-data-science', 'ibm-data-science-professional', 'analyzing-us-economy', 'python-for-data-science-and-ai', 'data-science-assignment', 'python-for-data-science-quiz', 'data-science-quiz', 'analyzing-us-economic-data']",129,Jupyter Notebook,0,"Aug 19, 2021"
126,0,/sidsriv/Introduction-to-Data-Science-in-python,This repository contains Ipython notebooks of assignments and tutorials used in the course introduction to data science\u2026,[],182,Jupyter Notebook,0,"Oct 1, 2020"
127,0,/datapublishings/Course-python-data-science,NA,[],182,Jupyter Notebook,0,"Jan 6, 2021"
128,0,/justmarkham/DAT8,"General Assembly's 2015 Data Science course in Washington, DC","['python', 'data-science', 'machine-learning', 'pandas', 'data-analysis', 'natural-language-processing', 'course', 'clustering', 'naive-bayes', 'linear-regression', 'scikit-learn', 'jupyter-notebook', 'data-visualization', 'web-scraping', 'ensemble-learning', 'logistic-regression', 'decision-trees', 'regular-expressions', 'data-cleaning', 'model-evaluation']",1500,Jupyter Notebook,0,"Apr 18, 2016"
129,0,/WomenWhoCode/WWCodeDataScience,"Content, Code & Resources for WWCodeDataScience Events https://www.womenwhocode.com/datascience",[],199,Jupyter Notebook,0,"Nov 10, 2020"
130,0,/Data-Learn/data-science,Free Data Science course 4everyone,[],68,Jupyter Notebook,MIT license,"Aug 17, 2021"
131,0,/ianozsvald/data_science_delivered,Observations from Ian on successfully delivering data science products,[],518,Jupyter Notebook,0,"Jun 2, 2021"
132,0,/longhao001/data-science-resources,NA,[],26,Jupyter Notebook,0,"Jan 16, 2020"
